# Wall heat-flux
# Time         	patch          	min            	max            	integral       
203            	plate	6.2459732e+03	6.3500560e+03	1.2643576e+03
203            	riser	-5.1158836e+03	-3.7672997e+03	-9.2539283e+02
204            	plate	6.2460161e+03	6.3500297e+03	1.2643579e+03
204            	riser	-5.1158759e+03	-3.7663214e+03	-9.2539165e+02
205            	plate	6.2484484e+03	6.3507021e+03	1.2645421e+03
205            	riser	-5.1152912e+03	-3.7559287e+03	-9.2517800e+02
206            	plate	6.2484826e+03	6.3506644e+03	1.2645423e+03
206            	riser	-5.1152772e+03	-3.7554982e+03	-9.2517834e+02
207            	plate	6.2485124e+03	6.3506212e+03	1.2645424e+03
207            	riser	-5.1152602e+03	-3.7555777e+03	-9.2517989e+02
208            	plate	6.2485379e+03	6.3505726e+03	1.2645424e+03
208            	riser	-5.1152401e+03	-3.7552526e+03	-9.2518010e+02
209            	plate	6.2485590e+03	6.3505185e+03	1.2645423e+03
209            	riser	-5.1152173e+03	-3.7549220e+03	-9.2518001e+02
210            	plate	6.2506927e+03	6.3511300e+03	1.2647169e+03
210            	riser	-5.1146395e+03	-3.7489602e+03	-9.2498590e+02
211            	plate	6.2507053e+03	6.3510652e+03	1.2647167e+03
211            	riser	-5.1146112e+03	-3.7483008e+03	-9.2498384e+02
212            	plate	6.2507138e+03	6.3509952e+03	1.2647164e+03
212            	riser	-5.1145803e+03	-3.7477816e+03	-9.2498161e+02
213            	plate	6.2507181e+03	6.3509200e+03	1.2647161e+03
213            	riser	-5.1145469e+03	-3.7476077e+03	-9.2498116e+02
214            	plate	6.2507184e+03	6.3508397e+03	1.2647157e+03
214            	riser	-5.1145113e+03	-3.7476837e+03	-9.2498207e+02
215            	plate	6.2524704e+03	6.3513189e+03	1.2648619e+03
215            	riser	-5.1139820e+03	-3.7438397e+03	-9.2482456e+02
216            	plate	6.2524628e+03	6.3513233e+03	1.2648614e+03
216            	riser	-5.1139421e+03	-3.7439813e+03	-9.2482578e+02
217            	plate	6.2524512e+03	6.3513224e+03	1.2648609e+03
217            	riser	-5.1139004e+03	-3.7440748e+03	-9.2482670e+02
218            	plate	6.2524359e+03	6.3513164e+03	1.2648602e+03
218            	riser	-5.1138569e+03	-3.7441165e+03	-9.2482746e+02
219            	plate	6.2524169e+03	6.3513052e+03	1.2648596e+03
219            	riser	-5.1138118e+03	-3.7441243e+03	-9.2482804e+02
220            	plate	6.2537915e+03	6.3517891e+03	1.2649905e+03
220            	riser	-5.1133216e+03	-3.7405837e+03	-9.2468533e+02
221            	plate	6.2537653e+03	6.3517967e+03	1.2649897e+03
221            	riser	-5.1132739e+03	-3.7405686e+03	-9.2468573e+02
222            	plate	6.2537357e+03	6.3517991e+03	1.2649889e+03
222            	riser	-5.1132250e+03	-3.7405549e+03	-9.2468612e+02
223            	plate	6.2537026e+03	6.3517966e+03	1.2649881e+03
223            	riser	-5.1131753e+03	-3.7405435e+03	-9.2468651e+02
224            	plate	6.2536663e+03	6.3517891e+03	1.2649872e+03
224            	riser	-5.1131249e+03	-3.7405316e+03	-9.2468685e+02
225            	plate	6.2546453e+03	6.3522006e+03	1.2650980e+03
225            	riser	-5.1126955e+03	-3.7374949e+03	-9.2456480e+02
226            	plate	6.2546026e+03	6.3521834e+03	1.2650971e+03
226            	riser	-5.1126517e+03	-3.7374671e+03	-9.2456487e+02
227            	plate	6.2545570e+03	6.3521615e+03	1.2650961e+03
227            	riser	-5.1126747e+03	-3.7374244e+03	-9.2456472e+02
228            	plate	6.2545061e+03	6.3521348e+03	1.2650951e+03
228            	riser	-5.1126985e+03	-3.7373631e+03	-9.2456429e+02
229            	plate	6.2544208e+03	6.3521036e+03	1.2650942e+03
229            	riser	-5.1127231e+03	-3.7372811e+03	-9.2456353e+02
230            	plate	6.2549823e+03	6.3524498e+03	1.2651878e+03
230            	riser	-5.1124665e+03	-3.7342790e+03	-9.2445614e+02
231            	plate	6.2548942e+03	6.3524094e+03	1.2651868e+03
231            	riser	-5.1124924e+03	-3.7341530e+03	-9.2445476e+02
232            	plate	6.2548048e+03	6.3523645e+03	1.2651858e+03
232            	riser	-5.1125189e+03	-3.7340040e+03	-9.2445304e+02
233            	plate	6.2547141e+03	6.3523151e+03	1.2651848e+03
233            	riser	-5.1125459e+03	-3.7338306e+03	-9.2445093e+02
234            	plate	6.2546221e+03	6.3522614e+03	1.2651838e+03
234            	riser	-5.1125733e+03	-3.7336312e+03	-9.2444837e+02
235            	plate	6.2548176e+03	6.3525424e+03	1.2652596e+03
235            	riser	-5.1123905e+03	-3.7305581e+03	-9.2435527e+02
236            	plate	6.2547233e+03	6.3524799e+03	1.2652586e+03
236            	riser	-5.1124185e+03	-3.7302971e+03	-9.2435161e+02
237            	plate	6.2546279e+03	6.3524130e+03	1.2652576e+03
237            	riser	-5.1124468e+03	-3.7299976e+03	-9.2434723e+02
238            	plate	6.2545314e+03	6.3524066e+03	1.2652566e+03
238            	riser	-5.1124753e+03	-3.7296517e+03	-9.2434192e+02
239            	plate	6.2544340e+03	6.3524128e+03	1.2652556e+03
239            	riser	-5.1125039e+03	-3.7292485e+03	-9.2433553e+02
240            	plate	6.2542970e+03	6.3527952e+03	1.2653203e+03
240            	riser	-5.1123742e+03	-3.7258028e+03	-9.2424573e+02
241            	plate	6.2541978e+03	6.3528016e+03	1.2653193e+03
241            	riser	-5.1124029e+03	-3.7252355e+03	-9.2423590e+02
242            	plate	6.2540977e+03	6.3528081e+03	1.2653183e+03
242            	riser	-5.1124317e+03	-3.7245389e+03	-9.2422237e+02
243            	plate	6.2539969e+03	6.3528147e+03	1.2653173e+03
243            	riser	-5.1124604e+03	-3.7236445e+03	-9.2420876e+02
244            	plate	6.2538953e+03	6.3528213e+03	1.2653163e+03
244            	riser	-5.1124890e+03	-3.7224956e+03	-9.2419019e+02
245            	plate	6.2534932e+03	6.3533836e+03	1.2653914e+03
245            	riser	-5.1123637e+03	-3.7167352e+03	-9.2406694e+02
246            	plate	6.2533904e+03	6.3533904e+03	1.2653904e+03
246            	riser	-5.1123921e+03	-3.7139180e+03	-9.2404302e+02
247            	plate	6.2532872e+03	6.3533974e+03	1.2653894e+03
247            	riser	-5.1124203e+03	-3.7079659e+03	-9.2401020e+02
248            	plate	6.2531836e+03	6.3534044e+03	1.2653883e+03
248            	riser	-5.1124484e+03	-3.7073477e+03	-9.2399981e+02
249            	plate	6.2530796e+03	6.3534115e+03	1.2653873e+03
249            	riser	-5.1124762e+03	-3.7088316e+03	-9.2398770e+02
250            	plate	6.2523192e+03	6.3536971e+03	1.2654175e+03
250            	riser	-5.1124638e+03	-3.7086565e+03	-9.2393544e+02
251            	plate	6.2522147e+03	6.3537045e+03	1.2654165e+03
251            	riser	-5.1124912e+03	-3.7100557e+03	-9.2393503e+02
252            	plate	6.2521102e+03	6.3537119e+03	1.2654154e+03
252            	riser	-5.1125183e+03	-3.7095626e+03	-9.2392133e+02
253            	plate	6.2520057e+03	6.3537195e+03	1.2654144e+03
253            	riser	-5.1125452e+03	-3.7102832e+03	-9.2391063e+02
254            	plate	6.2519013e+03	6.3537272e+03	1.2654133e+03
254            	riser	-5.1125717e+03	-3.7115061e+03	-9.2390336e+02
255            	plate	6.2505035e+03	6.3525584e+03	1.2652564e+03
255            	riser	-5.1129484e+03	-3.7211137e+03	-9.2408617e+02
256            	plate	6.2503995e+03	6.3525664e+03	1.2652553e+03
256            	riser	-5.1129744e+03	-3.7222484e+03	-9.2408027e+02
257            	plate	6.2502959e+03	6.3525744e+03	1.2652542e+03
257            	riser	-5.1130001e+03	-3.7225129e+03	-9.2407413e+02
258            	plate	6.2501928e+03	6.3525825e+03	1.2652531e+03
258            	riser	-5.1130254e+03	-3.7228604e+03	-9.2406824e+02
259            	plate	6.2500903e+03	6.3525908e+03	1.2652519e+03
259            	riser	-5.1130505e+03	-3.7228138e+03	-9.2406085e+02
260            	plate	6.2483911e+03	6.3514035e+03	1.2650501e+03
260            	riser	-5.1135439e+03	-3.7325631e+03	-9.2429958e+02
261            	plate	6.2482901e+03	6.3513367e+03	1.2650489e+03
261            	riser	-5.1135684e+03	-3.7323936e+03	-9.2429408e+02
262            	plate	6.2481899e+03	6.3512663e+03	1.2650476e+03
262            	riser	-5.1135926e+03	-3.7322823e+03	-9.2428818e+02
263            	plate	6.2480908e+03	6.3511923e+03	1.2650462e+03
263            	riser	-5.1136166e+03	-3.7322367e+03	-9.2428143e+02
264            	plate	6.2479928e+03	6.3511897e+03	1.2650448e+03
264            	riser	-5.1136403e+03	-3.7322611e+03	-9.2427531e+02
265            	plate	6.2461784e+03	6.3504782e+03	1.2648692e+03
265            	riser	-5.1141174e+03	-3.7395485e+03	-9.2447091e+02
266            	plate	6.2460829e+03	6.3504760e+03	1.2648677e+03
266            	riser	-5.1141407e+03	-3.7397051e+03	-9.2446573e+02
267            	plate	6.2459890e+03	6.3504700e+03	1.2648660e+03
267            	riser	-5.1141638e+03	-3.7399419e+03	-9.2446083e+02
268            	plate	6.2458966e+03	6.3504601e+03	1.2648643e+03
268            	riser	-5.1141867e+03	-3.7402416e+03	-9.2445584e+02
269            	plate	6.2458058e+03	6.3504465e+03	1.2648624e+03
269            	riser	-5.1142095e+03	-3.7405886e+03	-9.2445109e+02
270            	plate	6.2439017e+03	6.3500284e+03	1.2647057e+03
270            	riser	-5.1146979e+03	-3.7457301e+03	-9.2461134e+02
271            	plate	6.2438145e+03	6.3500074e+03	1.2647034e+03
271            	riser	-5.1147207e+03	-3.7461256e+03	-9.2460734e+02
272            	plate	6.2437294e+03	6.3499829e+03	1.2647009e+03
272            	riser	-5.1147435e+03	-3.7465329e+03	-9.2460354e+02
273            	plate	6.2436463e+03	6.3499549e+03	1.2646981e+03
273            	riser	-5.1147664e+03	-3.7469465e+03	-9.2459980e+02
274            	plate	6.2435654e+03	6.3499235e+03	1.2646950e+03
274            	riser	-5.1147895e+03	-3.7473551e+03	-9.2459600e+02
275            	plate	6.2415628e+03	6.3495206e+03	1.2645203e+03
275            	riser	-5.1154078e+03	-3.7509884e+03	-9.2475542e+02
276            	plate	6.2414865e+03	6.3494823e+03	1.2645160e+03
276            	riser	-5.1154315e+03	-3.7513844e+03	-9.2475184e+02
277            	plate	6.2414127e+03	6.3494408e+03	1.2645108e+03
277            	riser	-5.1154556e+03	-3.7517767e+03	-9.2474854e+02
278            	plate	6.2413413e+03	6.3493959e+03	1.2645042e+03
278            	riser	-5.1154803e+03	-3.7521679e+03	-9.2474536e+02
279            	plate	6.2412726e+03	6.3493479e+03	1.2644953e+03
279            	riser	-5.1155057e+03	-3.7525569e+03	-9.2474222e+02
280            	plate	6.2391116e+03	6.3487778e+03	1.2641329e+03
280            	riser	-5.1169173e+03	-3.7556398e+03	-9.2503228e+02
281            	plate	6.2390484e+03	6.3487233e+03	1.2641146e+03
281            	riser	-5.1169445e+03	-3.7560236e+03	-9.2502922e+02
282            	plate	6.2389879e+03	6.3486658e+03	1.2640961e+03
282            	riser	-5.1169727e+03	-3.7564045e+03	-9.2502615e+02
283            	plate	6.2389224e+03	6.3486051e+03	1.2640940e+03
283            	riser	-5.1170020e+03	-3.7567812e+03	-9.2502305e+02
284            	plate	6.2331508e+03	6.3485414e+03	1.2640745e+03
284            	riser	-5.1170331e+03	-3.7571523e+03	-9.2501999e+02
285            	plate	6.2175229e+03	6.3477622e+03	1.2635295e+03
285            	riser	-5.1193386e+03	-3.7601142e+03	-9.2546397e+02
286            	plate	6.2215131e+03	6.3476925e+03	1.2635424e+03
286            	riser	-5.1193733e+03	-3.7604695e+03	-9.2546093e+02
287            	plate	6.2250408e+03	6.3476198e+03	1.2635543e+03
287            	riser	-5.1194095e+03	-3.7608146e+03	-9.2545798e+02
288            	plate	6.2281071e+03	6.3475441e+03	1.2635648e+03
288            	riser	-5.1194471e+03	-3.7611478e+03	-9.2545516e+02
289            	plate	6.2307366e+03	6.3474655e+03	1.2635739e+03
289            	riser	-5.1194860e+03	-3.7614674e+03	-9.2545237e+02
290            	plate	6.2278946e+03	6.3469691e+03	1.2633587e+03
290            	riser	-5.1204182e+03	-3.7630477e+03	-9.2563887e+02
291            	plate	6.2297203e+03	6.3468849e+03	1.2633648e+03
291            	riser	-5.1204591e+03	-3.7633382e+03	-9.2563619e+02
292            	plate	6.2311970e+03	6.3467978e+03	1.2633699e+03
292            	riser	-5.1205006e+03	-3.7636137e+03	-9.2563363e+02
293            	plate	6.2323807e+03	6.3467079e+03	1.2633738e+03
293            	riser	-5.1205426e+03	-3.7638745e+03	-9.2563128e+02
294            	plate	6.2332975e+03	6.3466154e+03	1.2633765e+03
294            	riser	-5.1205849e+03	-3.7641209e+03	-9.2562911e+02
295            	plate	6.2298201e+03	6.3460621e+03	1.2631493e+03
295            	riser	-5.1215601e+03	-3.7654032e+03	-9.2582317e+02
296            	plate	6.2302709e+03	6.3459945e+03	1.2631496e+03
296            	riser	-5.1216025e+03	-3.7656222e+03	-9.2582127e+02
297            	plate	6.2305549e+03	6.3459610e+03	1.2631491e+03
297            	riser	-5.1216448e+03	-3.7658282e+03	-9.2581945e+02
298            	plate	6.2307096e+03	6.3459245e+03	1.2631479e+03
298            	riser	-5.1216866e+03	-3.7660219e+03	-9.2581771e+02
299            	plate	6.2307581e+03	6.3458850e+03	1.2631462e+03
299            	riser	-5.1217280e+03	-3.7662040e+03	-9.2581602e+02
300            	plate	6.2262225e+03	6.3452702e+03	1.2628663e+03
300            	riser	-5.1229227e+03	-3.7674375e+03	-9.2605329e+02
301            	plate	6.2260843e+03	6.3452249e+03	1.2628635e+03
301            	riser	-5.1229627e+03	-3.7675986e+03	-9.2605169e+02
302            	plate	6.2258605e+03	6.3451767e+03	1.2628603e+03
302            	riser	-5.1230017e+03	-3.7677505e+03	-9.2605015e+02
303            	plate	6.2255599e+03	6.3451257e+03	1.2628569e+03
303            	riser	-5.1230397e+03	-3.7678944e+03	-9.2604866e+02
304            	plate	6.2251970e+03	6.3450720e+03	1.2628534e+03
304            	riser	-5.1230766e+03	-3.7680313e+03	-9.2604722e+02
305            	plate	6.2213184e+03	6.3443884e+03	1.2625639e+03
305            	riser	-5.1243134e+03	-3.7692000e+03	-9.2629666e+02
306            	plate	6.2208821e+03	6.3443292e+03	1.2625606e+03
306            	riser	-5.1243478e+03	-3.7693256e+03	-9.2629533e+02
307            	plate	6.2204341e+03	6.3442673e+03	1.2625576e+03
307            	riser	-5.1243809e+03	-3.7694464e+03	-9.2629406e+02
308            	plate	6.2199857e+03	6.3442027e+03	1.2625550e+03
308            	riser	-5.1244125e+03	-3.7695629e+03	-9.2629284e+02
309            	plate	6.2195449e+03	6.3441356e+03	1.2625529e+03
309            	riser	-5.1244426e+03	-3.7696753e+03	-9.2629170e+02
310            	plate	6.2155017e+03	6.3434044e+03	1.2622527e+03
310            	riser	-5.1257283e+03	-3.7708442e+03	-9.2655440e+02
311            	plate	6.2150928e+03	6.3433320e+03	1.2622514e+03
311            	riser	-5.1257554e+03	-3.7709485e+03	-9.2655343e+02
312            	plate	6.2147047e+03	6.3432571e+03	1.2622505e+03
312            	riser	-5.1257808e+03	-3.7710488e+03	-9.2655253e+02
313            	plate	6.2143399e+03	6.3431797e+03	1.2622498e+03
313            	riser	-5.1258047e+03	-3.7711451e+03	-9.2655171e+02
314            	plate	6.2140004e+03	6.3430998e+03	1.2622495e+03
314            	riser	-5.1258270e+03	-3.7712374e+03	-9.2655095e+02
315            	plate	6.2094023e+03	6.3423291e+03	1.2619373e+03
315            	riser	-5.1271609e+03	-3.7724357e+03	-9.2682736e+02
316            	plate	6.2091178e+03	6.3422443e+03	1.2619375e+03
316            	riser	-5.1271799e+03	-3.7725205e+03	-9.2682672e+02
317            	plate	6.2088615e+03	6.3421572e+03	1.2619378e+03
317            	riser	-5.1271973e+03	-3.7726016e+03	-9.2682613e+02
318            	plate	6.2086331e+03	6.3420676e+03	1.2619384e+03
318            	riser	-5.1272131e+03	-3.7726793e+03	-9.2682559e+02
319            	plate	6.2084317e+03	6.3419758e+03	1.2619390e+03
319            	riser	-5.1272273e+03	-3.7727535e+03	-9.2682508e+02
320            	plate	6.2034440e+03	6.3411678e+03	1.2616189e+03
320            	riser	-5.1285864e+03	-3.7739938e+03	-9.2711207e+02
321            	plate	6.2032922e+03	6.3410715e+03	1.2616198e+03
321            	riser	-5.1285974e+03	-3.7740615e+03	-9.2711164e+02
322            	plate	6.2031627e+03	6.3409729e+03	1.2616208e+03
322            	riser	-5.1286069e+03	-3.7741262e+03	-9.2711124e+02
323            	plate	6.2030537e+03	6.3408721e+03	1.2616219e+03
323            	riser	-5.1286148e+03	-3.7741881e+03	-9.2711086e+02
324            	plate	6.2029635e+03	6.3407823e+03	1.2616231e+03
324            	riser	-5.1286213e+03	-3.7742476e+03	-9.2711050e+02
325            	plate	6.1979504e+03	6.3399277e+03	1.2613012e+03
325            	riser	-5.1299752e+03	-3.7755475e+03	-9.2740368e+02
326            	plate	6.1978926e+03	6.3398207e+03	1.2613024e+03
326            	riser	-5.1299787e+03	-3.7756025e+03	-9.2740335e+02
327            	plate	6.1978486e+03	6.3397419e+03	1.2613037e+03
327            	riser	-5.1299808e+03	-3.7756554e+03	-9.2740302e+02
328            	plate	6.1978169e+03	6.3397593e+03	1.2613049e+03
328            	riser	-5.1299816e+03	-3.7757063e+03	-9.2740270e+02
329            	plate	6.1977963e+03	6.3397768e+03	1.2613061e+03
329            	riser	-5.1299809e+03	-3.7757554e+03	-9.2740238e+02
330            	plate	6.1931337e+03	6.3386451e+03	1.2609891e+03
330            	riser	-5.1312977e+03	-3.7771337e+03	-9.2769677e+02
331            	plate	6.1931314e+03	6.3386632e+03	1.2609902e+03
331            	riser	-5.1312944e+03	-3.7771791e+03	-9.2769644e+02
332            	plate	6.1931363e+03	6.3386817e+03	1.2609912e+03
332            	riser	-5.1312899e+03	-3.7772226e+03	-9.2769610e+02
333            	plate	6.1931473e+03	6.3387006e+03	1.2609922e+03
333            	riser	-5.1312842e+03	-3.7772643e+03	-9.2769575e+02
334            	plate	6.1931634e+03	6.3387200e+03	1.2609932e+03
334            	riser	-5.1312772e+03	-3.7773044e+03	-9.2769537e+02
335            	plate	6.1891019e+03	6.3375396e+03	1.2606872e+03
335            	riser	-5.1325333e+03	-3.7787830e+03	-9.2798606e+02
336            	plate	6.1891251e+03	6.3375601e+03	1.2606880e+03
336            	riser	-5.1325307e+03	-3.7788197e+03	-9.2798564e+02
337            	plate	6.1891506e+03	6.3375814e+03	1.2606886e+03
337            	riser	-5.1325268e+03	-3.7788548e+03	-9.2798521e+02
338            	plate	6.1891775e+03	6.3376036e+03	1.2606891e+03
338            	riser	-5.1325217e+03	-3.7788883e+03	-9.2798474e+02
339            	plate	6.1892052e+03	6.3376267e+03	1.2606895e+03
339            	riser	-5.1325154e+03	-3.7789202e+03	-9.2798425e+02
340            	plate	6.1858282e+03	6.3364109e+03	1.2603998e+03
340            	riser	-5.1336836e+03	-3.7805350e+03	-9.2826696e+02
341            	plate	6.1858554e+03	6.3364359e+03	1.2603999e+03
341            	riser	-5.1336818e+03	-3.7805638e+03	-9.2826641e+02
342            	plate	6.1858814e+03	6.3364625e+03	1.2603999e+03
342            	riser	-5.1336788e+03	-3.7805911e+03	-9.2826582e+02
343            	plate	6.1859059e+03	6.3364909e+03	1.2603998e+03
343            	riser	-5.1336745e+03	-3.7806170e+03	-9.2826520e+02
344            	plate	6.1859282e+03	6.3365211e+03	1.2603995e+03
344            	riser	-5.1336689e+03	-3.7806415e+03	-9.2826455e+02
