t_h,T_plate_C,T_heater_C,mdot_kgs,T_gas_out_C
4.640545946581950965e+00,2.210506179549560102e+02,3.045184020220918910e+02,4.547217015912258797e-01,6.482736486535969789e+01
4.660548299799976313e+00,2.210680216487683651e+02,3.045411540462549738e+02,4.547350572272049196e-01,6.483228804203929485e+01
4.680550653018002549e+00,2.210854972400063048e+02,3.045639789902842267e+02,4.547484680374391797e-01,6.483723155714432096e+01
4.700553006236027898e+00,2.211030445646046019e+02,3.045868766688789719e+02,4.547619338960245949e-01,6.484219536426383002e+01
4.720555359454053246e+00,2.211206634587856001e+02,3.046098468973228819e+02,4.547754546772778128e-01,6.484717941706821875e+01
4.740557712672079482e+00,2.211383537590651258e+02,3.046328894914836383e+02,4.547890302557406894e-01,6.485218366931087530e+01
4.760560065890104831e+00,2.211561153022578310e+02,3.046560042678131595e+02,4.548026605061843974e-01,6.485720807482977079e+01
4.780562419108130179e+00,2.211739479254825369e+02,3.046791910433468047e+02,4.548163453036135340e-01,6.486225258754888046e+01
4.800564772326156415e+00,2.211918514661675772e+02,3.047024496357034877e+02,4.548300845232702283e-01,6.486731716147971838e+01
4.820567125544181764e+00,2.212098257620557433e+02,3.047257798630852221e+02,4.548438780406378612e-01,6.487240175072281545e+01
4.840569478762207112e+00,2.212278706512092867e+02,3.047491815442767802e+02,4.548577257314451172e-01,6.487750630946902675e+01
4.860571831980233348e+00,2.212459859720147506e+02,3.047726544986450108e+02,4.548716274716693708e-01,6.488263079200100947e+01
4.880574185198258697e+00,2.212641715631874604e+02,3.047961985461388394e+02,4.548855831375403502e-01,6.488777515269424612e+01
4.900576538416284045e+00,2.212824272637761283e+02,3.048198135072882451e+02,4.548995926055437455e-01,6.489293934601880665e+01
4.920578891634310281e+00,2.213007529131673436e+02,3.048434992032042601e+02,4.549136557524243729e-01,6.489812332654003058e+01
4.940581244852335630e+00,2.213191483510895523e+02,3.048672554555780607e+02,4.549277724551895052e-01,6.490332704892023230e+01
4.960583598070360978e+00,2.213376134176174901e+02,3.048910820866805125e+02,4.549419425911120918e-01,6.490855046791955374e+01
4.980585951288387214e+00,2.213561479531759346e+02,3.049149789193614879e+02,4.549561660377337557e-01,6.491379353839710120e+01
5.000588304506412562e+00,2.213747517985437412e+02,3.049389457770489571e+02,4.549704426728677920e-01,6.491905621531230963e+01
5.020590657724437911e+00,2.213934247948575376e+02,3.049629824837487604e+02,4.549847723746019978e-01,6.492433845372568157e+01
5.040593010942464147e+00,2.214121667836153051e+02,3.049870888640435851e+02,4.549991550213016711e-01,6.492964020879998088e+01
5.060595364160489495e+00,2.214309776066800737e+02,3.050112647430921697e+02,4.550135904916120522e-01,6.493496143580125590e+01
5.080597717378514844e+00,2.214498571062831047e+02,3.050355099466286219e+02,4.550280786644610997e-01,6.494030209009969212e+01
5.100600070596541080e+00,2.214688051250274725e+02,3.050598243009615089e+02,4.550426194190619889e-01,6.494566212717069220e+01
5.120602423814566428e+00,2.214878215058909632e+02,3.050842076329729480e+02,4.550572126349154423e-01,6.495104150259567177e+01
5.140604777032591777e+00,2.215069060922294284e+02,3.051086597701179244e+02,4.550718581918125061e-01,6.495644017206285525e+01
5.160607130250618013e+00,2.215260587277796276e+02,3.051331805404230408e+02,4.550865559698362706e-01,6.496185809136835587e+01
5.180609483468643361e+00,2.215452792566621270e+02,3.051577697724859490e+02,4.551013058493645902e-01,6.496729521641685778e+01
5.200611836686668710e+00,2.215645675233841416e+02,3.051824272954742128e+02,4.551161077110718600e-01,6.497275150322241188e+01
5.220614189904694946e+00,2.215839233728421505e+02,3.052071529391240574e+02,4.551309614359312916e-01,6.497822690790906108e+01
5.240616543122720294e+00,2.216033466503245108e+02,3.052319465337398015e+02,4.551458669052168005e-01,6.498372138671186349e+01
5.260618896340745643e+00,2.216228372015140735e+02,3.052568079101924923e+02,4.551608240005050598e-01,6.498923489597734715e+01
5.280621249558771879e+00,2.216423948724903994e+02,3.052817368999187693e+02,4.551758326036771107e-01,6.499476739216441956e+01
5.300623602776797227e+00,2.216620195097322608e+02,3.053067333349201817e+02,4.551908925969204711e-01,6.500031883184476555e+01
5.320625955994822576e+00,2.216817109601196876e+02,3.053317970477615972e+02,4.552060038627304683e-01,6.500588917170364311e+01
5.340628309212848812e+00,2.217014690709362981e+02,3.053569278715701785e+02,4.552211662839121820e-01,6.501147836854045181e+01
5.360630662430874160e+00,2.217212936898712314e+02,3.053821256400344737e+02,4.552363797435818871e-01,6.501708637926935808e+01
5.380633015648899509e+00,2.217411846650212510e+02,3.054073901874029389e+02,4.552516441251687196e-01,6.502271316091980680e+01
5.400635368866925745e+00,2.217611418448924496e+02,3.054327213484828007e+02,4.552669593124158975e-01,6.502835867063697606e+01
5.420637722084951093e+00,2.217811650784022390e+02,3.054581189586388064e+02,4.552823251893822198e-01,6.503402286568245927e+01
5.440640075302976442e+00,2.218012542148811121e+02,3.054835828537919724e+02,4.552977416404435651e-01,6.503970570343471991e+01
5.460642428521002678e+00,2.218214091040741209e+02,3.055091128704184484e+02,4.553132085502940019e-01,6.504540714138948942e+01
5.480644781739028026e+00,2.218416295961425817e+02,3.055347088455480389e+02,4.553287258039468988e-01,6.505112713716016515e+01
5.500647134957053375e+00,2.218619155416657236e+02,3.055603706167628388e+02,4.553442932867364235e-01,6.505686564847849240e+01
5.520649488175079611e+00,2.218822667916418254e+02,3.055860980221962109e+02,4.553599108843183196e-01,6.506262263319467820e+01
5.540651841393104959e+00,2.219026831974899210e+02,3.056118909005311934e+02,4.553755784826711284e-01,6.506839804927795967e+01
5.560654194611130308e+00,2.219231646110508791e+02,3.056377490909991366e+02,4.553912959680972983e-01,6.507419185481694512e+01
5.580656547829156544e+00,2.219437108845887678e+02,3.056636724333783377e+02,4.554070632272237962e-01,6.508000400801984142e+01
5.600658901047181892e+00,2.219643218707919914e+02,3.056896607679926774e+02,4.554228801470034393e-01,6.508583446721507926e+01
5.620661254265207241e+00,2.219849974227743701e+02,3.057157139357102551e+02,4.554387466147154506e-01,6.509168319085125631e+01
5.640663607483233477e+00,2.220057373940762204e+02,3.057418317779419112e+02,4.554546625179661801e-01,6.509755013749770569e+01
5.660665960701258825e+00,2.220265416386653783e+02,3.057680141366396356e+02,4.554706277446903817e-01,6.510343526584472329e+01
5.680668313919285062e+00,2.220474100109380515e+02,3.057942608542954304e+02,4.554866421831512135e-01,6.510933853470373833e+01
5.700670667137310410e+00,2.220683423657197295e+02,3.058205717739393776e+02,4.555027057219414588e-01,6.511525990300754074e+01
5.720673020355335758e+00,2.220893385582660358e+02,3.058469467391386161e+02,4.555188182499839700e-01,6.512119932981079273e+01
5.740675373573361995e+00,2.221103984442633532e+02,3.058733855939955220e+02,4.555349796565320575e-01,6.512715677428980143e+01
5.760677726791387343e+00,2.221315218798297337e+02,3.058998881831464587e+02,4.555511898311704888e-01,6.513313219574308732e+01
5.780680080009412691e+00,2.221527087215152960e+02,3.059264543517599577e+02,4.555674486638153775e-01,6.513912555359144108e+01
5.800682433227438928e+00,2.221739588263029646e+02,3.059530839455352407e+02,4.555837560447151269e-01,6.514513680737798040e+01
5.820684786445464276e+00,2.221952720516090380e+02,3.059797768107008551e+02,4.556001118644507075e-01,6.515116591676849112e+01
5.840687139663489624e+00,2.222166482552835873e+02,3.060065327940129691e+02,4.556165160139358239e-01,6.515721284155142712e+01
5.860689492881515861e+00,2.222380872956109101e+02,3.060333517427538936e+02,4.556329683844175804e-01,6.516327754163808095e+01
5.880691846099541209e+00,2.222595890313099858e+02,3.060602335047302631e+02,4.556494688674765925e-01,6.516935997706275430e+01
5.900694199317566557e+00,2.222811533215347595e+02,3.060871779282716716e+02,4.556660173550272086e-01,6.517546010798275802e+01
5.920696552535592794e+00,2.223027800258744264e+02,3.061141848622289672e+02,4.556826137393178988e-01,6.518157789467846897e+01
5.940698905753618142e+00,2.223244690043537730e+02,3.061412541559727742e+02,4.556992579129313103e-01,6.518771329755355737e+01
5.960701258971643490e+00,2.223462201174332336e+02,3.061683856593916744e+02,4.557159497687844896e-01,6.519386627713492999e+01
5.980703612189669727e+00,2.223680332260091745e+02,3.061955792228906148e+02,4.557326892001289376e-01,6.520003679407278696e+01
6.000705965407695075e+00,2.223899081914139515e+02,3.062228346973893167e+02,4.557494761005508321e-01,6.520622480914067864e+01
6.020708318625720423e+00,2.224118448754160795e+02,3.062501519343205700e+02,4.557663103639709168e-01,6.521243028323544877e+01
6.040710671843746660e+00,2.224338431402202332e+02,3.062775307856287554e+02,4.557831918846447783e-01,6.521865317737751866e+01
6.060713025061772008e+00,2.224559028484670762e+02,3.063049711037677980e+02,4.558001205571625691e-01,6.522489345271048933e+01
6.080715378279797356e+00,2.224780238632334886e+02,3.063324727417000304e+02,4.558170962764491185e-01,6.523115107050136885e+01
6.100717731497823593e+00,2.225002060480322825e+02,3.063600355528939190e+02,4.558341189377638214e-01,6.523742599214045867e+01
6.120720084715848941e+00,2.225224492668122593e+02,3.063876593913229271e+02,4.558511884367007494e-01,6.524371817914152416e+01
6.140722437933874289e+00,2.225447533839578682e+02,3.064153441114632415e+02,4.558683046691880958e-01,6.525002759314145351e+01
6.160724791151900526e+00,2.225671182642890926e+02,3.064430895682927485e+02,4.558854675314884530e-01,6.525635419590037145e+01
6.180727144369925874e+00,2.225895437730613367e+02,3.064708956172886474e+02,4.559026769201984797e-01,6.526269794930152557e+01
6.200729497587951222e+00,2.226120297759650271e+02,3.064987621144261993e+02,4.559199327322486783e-01,6.526905881535139997e+01
6.220731850805977459e+00,2.226345761391253859e+02,3.065266889161769086e+02,4.559372348649032847e-01,6.527543675617920371e+01
6.240734204024002807e+00,2.226571827291020895e+02,3.065546758795067035e+02,4.559545832157598233e-01,6.528183173403726869e+01
6.260736557242028155e+00,2.226798494128889274e+02,3.065827228618741174e+02,4.559719776827490523e-01,6.528824371130059490e+01
6.280738910460054392e+00,2.227025760579133475e+02,3.066108297212289244e+02,4.559894181641344080e-01,6.529467265046696411e+01
6.300741263678079740e+00,2.227253625320361721e+02,3.066389963160100933e+02,4.560069045585120606e-01,6.530111851415659885e+01
6.320743616896105088e+00,2.227482087035510290e+02,3.066672225051440819e+02,4.560244367648101926e-01,6.530758126511238970e+01
6.340745970114131325e+00,2.227711144411838973e+02,3.066955081480431318e+02,4.560420146822887766e-01,6.531406086619932694e+01
6.360748323332156673e+00,2.227940796140927091e+02,3.067238531046035632e+02,4.560596382105393531e-01,6.532055728040461418e+01
6.380750676550182021e+00,2.228171040918667245e+02,3.067522572352039560e+02,4.560773072494843650e-01,6.532707047083755469e+01
6.400753029768208258e+00,2.228401877445259629e+02,3.067807204007034443e+02,4.560950216993768791e-01,6.533360040072932406e+01
6.420755382986233606e+00,2.228633304425206916e+02,3.068092424624398973e+02,4.561127814608001430e-01,6.534014703343262909e+01
6.440757736204258954e+00,2.228865320567306867e+02,3.068378232822282143e+02,4.561305864346669736e-01,6.534671033242182148e+01
6.460760089422285191e+00,2.229097924584647785e+02,3.068664627223585057e+02,4.561484365222194248e-01,6.535329026129267049e+01
6.480762442640310539e+00,2.229331115194600557e+02,3.068951606455943875e+02,4.561663316250283429e-01,6.535988678376196503e+01
6.500764795858335887e+00,2.229564891118812966e+02,3.069239169151711621e+02,4.561842716449925339e-01,6.536649986366751364e+01
6.520767149076362124e+00,2.229799251083200602e+02,3.069527313947941138e+02,4.562022564843385419e-01,6.537312946496791710e+01
6.540769502294387472e+00,2.230034193817942310e+02,3.069816039486365753e+02,4.562202860456200382e-01,6.537977555174234112e+01
6.560771855512412820e+00,2.230269718057470527e+02,3.070105344413384501e+02,4.562383602317169329e-01,6.538643808819017522e+01
6.580774208730439057e+00,2.230505822540464465e+02,3.070395227380040524e+02,4.562564789458352643e-01,6.539311703863114644e+01
6.600776561948464405e+00,2.230742506009841577e+02,3.070685687042007430e+02,4.562746420915061996e-01,6.539981236750469407e+01
6.620778915166489753e+00,2.230979767212751312e+02,3.070976722059567692e+02,4.562928495725856459e-01,6.540652403937002646e+01
6.640781268384515990e+00,2.231217604900564311e+02,3.071268331097596729e+02,4.563111012932535848e-01,6.541325201890583685e+01
6.660783621602541338e+00,2.231456017828865015e+02,3.071560512825544720e+02,4.563293971580131836e-01,6.541999627090990543e+01
6.680785974820567574e+00,2.231695004757443144e+02,3.071853265917420686e+02,4.563477370716904624e-01,6.542675676029904253e+01
6.700788328038592923e+00,2.231934564450284029e+02,3.072146589051772025e+02,4.563661209394333507e-01,6.543353345210874750e+01
6.720790681256618271e+00,2.232174695675560656e+02,3.072440480911667464e+02,4.563845486667110762e-01,6.544032631149286772e+01
6.740793034474644507e+00,2.232415397205624004e+02,3.072734940184679999e+02,4.564030201593137215e-01,6.544713530372365540e+01
6.760795387692669856e+00,2.232656667816992808e+02,3.073029965562867574e+02,4.564215353233508909e-01,6.545396039419102863e+01
6.780797740910695204e+00,2.232898506290344471e+02,3.073325555742757160e+02,4.564400940652515448e-01,6.546080154840274190e+01
6.800800094128721440e+00,2.233140911410505964e+02,3.073621709425326571e+02,4.564586962917629998e-01,6.546765873198376084e+01
6.820802447346746789e+00,2.233383881966443028e+02,3.073918425315986269e+02,4.564773419099502072e-01,6.547453191067620537e+01
6.840804800564772137e+00,2.233627416751251076e+02,3.074215702124560039e+02,4.564960308271950318e-01,6.548142105033912230e+01
6.860807153782798373e+00,2.233871514562143830e+02,3.074513538565270210e+02,4.565147629511953631e-01,6.548832611694786010e+01
6.880809507000823722e+00,2.234116174200443083e+02,3.074811933356717191e+02,4.565335381899643385e-01,6.549524707659412570e+01
6.900811860218849070e+00,2.234361394471569611e+02,3.075110885221863555e+02,4.565523564518296773e-01,6.550218389548547293e+01
6.920814213436875306e+00,2.234607174185031226e+02,3.075410392888016986e+02,4.565712176454327365e-01,6.550913653994518882e+01
6.940816566654900654e+00,2.234853512154412556e+02,3.075710455086808679e+02,4.565901216797276785e-01,6.551610497641178199e+01
6.960818919872926003e+00,2.235100407197363097e+02,3.076011070554180833e+02,4.566090684639806940e-01,6.552308917143881217e+01
6.980821273090952239e+00,2.235347858135588126e+02,3.076312238030363915e+02,4.566280579077691137e-01,6.553008909169454910e+01
7.000823626308977587e+00,2.235595863794836191e+02,3.076613956259863016e+02,4.566470899209806866e-01,6.553710470396157461e+01
7.020825979527002936e+00,2.235844423004888881e+02,3.076916223991437391e+02,4.566661644138124698e-01,6.554413597513666900e+01
7.040828332745029172e+00,2.236093534599547183e+02,3.077219039978085675e+02,4.566852812967701070e-01,6.555118287223024254e+01
7.060830685963054520e+00,2.236343197416622957e+02,3.077522402977025422e+02,4.567044404806670510e-01,6.555824536236616495e+01
7.080833039181079869e+00,2.236593410297925857e+02,3.077826311749677188e+02,4.567236418766235095e-01,6.556532341278148124e+01
7.100835392399106105e+00,2.236844172089251970e+02,3.078130765061646343e+02,4.567428853960655011e-01,6.557241699082584319e+01
7.120837745617131453e+00,2.237095481640371304e+02,3.078435761682706016e+02,4.567621709507241334e-01,6.557952606396150941e+01
7.140840098835156802e+00,2.237347337805016991e+02,3.078741300386778903e+02,4.567814984526347155e-01,6.558665059976272005e+01
7.160842452053183038e+00,2.237599739440872781e+02,3.079047379951920220e+02,4.568008678141355361e-01,6.559379056591552626e+01
7.180844805271208386e+00,2.237852685409560536e+02,3.079353999160299509e+02,4.568202789478671422e-01,6.560094593021727860e+01
